,0
Yearly excess returns,0.005166544221082291
Yearly standard deviation,0.09354872007891023
Max DD,14.001401715246335
Yearly Sharpe,0.05522837957295628
Yearly Calmar,0.00036900192753246727
Yearly Sortino,0.07990221439549033
Daily Turnover,0.03282644886805956
